Policy_ID,Customer_ID,Agent_ID,Product,Branch,Policy_Start_Date,Policy_End_Date,Premium,Sum_Insured,Policy_Status
POL002759,CUST00331,AG087,Home,South,2024-01-22,2025-01-21,9163,210749,Renewed
POL002760,CUST01584,AG085,Home,East,2024-09-08,2025-09-08,64855,6031515,Cancelled
POL002761,CUST00392,AG113,Marine,West,2026-01-10,2027-01-10,115618,6474608,Expired
POL002762,CUST02869,AG016,Commercial Property,North,2024-03-16,2025-03-16,299910,26092170,Renewed
POL002763,CUST01993,AG096,Travel,West,2025-11-12,2026-11-12,14829,771108,Renewed
POL002764,CUST00252,AG038,Travel,South,2023-10-19,2024-10-18,3604,72080,Lapsed
POL002765,CUST01615,AG003,Home,East,2023-09-21,2024-09-20,56606,1698180,Lapsed
POL002766,CUST00909,AG025,Travel,West,2024-06-23,2025-06-23,12330,690480,Expired
POL002767,CUST01081,AG017,Home,East,2026-07-08,2027-07-08,46762,3086292,Renewed
POL002768,CUST01827,AG087,Travel,West,2024-05-11,2025-05-11,9265,583695,Active
POL002769,CUST00409,AG120,Home,North,2025-10-25,2026-10-25,42441,2376696,Lapsed
POL002770,CUST00944,AG075,Marine,West,2025-10-18,2026-10-18,119211,8344770,Lapsed
POL002771,CUST01357,AG116,Travel,East,2025-03-17,2026-03-17,10350,1035000,Lapsed
POL002772,CUST01945,AG008,Commercial Property,South,2023-09-09,2024-09-08,518791,35796579,Lapsed
POL002773,CUST02618,AG007,Home,South,2023-12-28,2024-12-27,30304,1181856,Cancelled
POL002774,CUST01188,AG053,Marine,West,2026-06-06,2027-06-06,130018,9881368,Renewed
POL002775,CUST01780,AG028,Commercial Property,North,2025-09-22,2026-09-22,875644,63922012,Active
POL002776,CUST02400,AG018,Home,East,2024-08-26,2025-08-26,59135,1655780,Active
POL002777,CUST00212,AG012,Commercial Property,East,2025-03-02,2026-03-02,710985,70387515,Cancelled
POL002778,CUST01643,AG087,Travel,South,2024-06-15,2025-06-15,14845,668025,Lapsed
POL002779,CUST01904,AG073,Commercial Property,West,2023-08-27,2024-08-26,761947,22858410,Renewed
POL002780,CUST02642,AG016,Commercial Property,South,2024-10-07,2025-10-07,802981,17665582,Active
POL002781,CUST00237,AG051,Motor,East,2024-03-11,2025-03-11,16659,716337,Cancelled
POL002782,CUST01038,AG111,Motor,East,2026-02-06,2027-02-06,37010,3478940,Active
POL002783,CUST02095,AG002,Commercial Property,West,2026-07-28,2027-07-28,746044,14920880,Cancelled
POL002784,CUST02759,AG116,Marine,West,2023-10-25,2024-10-24,61058,3480306,Lapsed
POL002785,CUST01219,AG105,Travel,West,2025-06-13,2026-06-13,5210,448060,Expired
POL002786,CUST01360,AG009,Motor,East,2026-01-21,2027-01-21,12534,538962,Expired
POL002787,CUST01529,AG087,Marine,South,2025-06-24,2026-06-24,80821,6223217,Renewed
POL002788,CUST01372,AG069,Travel,West,2025-08-07,2026-08-07,13714,1110834,Cancelled
POL002789,CUST00378,AG033,Motor,South,2025-06-14,2026-06-14,9561,191220,Renewed
POL002790,CUST01692,AG011,Travel,North,2025-12-02,2026-12-02,1977,183861,Lapsed
POL002791,CUST02038,AG107,Motor,West,2025-07-20,2026-07-20,22314,1204956,Renewed
POL002792,CUST00944,AG048,Home,North,2023-11-28,2024-11-27,15845,1093305,Renewed
POL002793,CUST00808,AG050,Commercial Property,South,2023-08-29,2024-08-28,843948,78487164,Cancelled
POL002794,CUST00848,AG041,Home,East,2025-01-08,2026-01-08,42866,900186,Renewed
POL002795,CUST02821,AG029,Commercial Property,North,2025-05-29,2026-05-29,597977,57405792,Cancelled
POL002796,CUST02785,AG049,Travel,West,2024-12-02,2025-12-02,3358,104098,Cancelled
POL002797,CUST02348,AG051,Commercial Property,South,2026-03-13,2027-03-13,858384,36052128,Renewed
POL002798,CUST01305,AG009,Marine,West,2024-09-27,2025-09-27,78448,7844800,Lapsed
POL002799,CUST01614,AG026,Marine,West,2025-08-03,2026-08-03,24327,1678563,Expired
POL002800,CUST00232,AG058,Motor,North,2026-01-02,2027-01-02,28507,2423095,Renewed
POL002801,CUST02679,AG047,Motor,East,2026-01-23,2027-01-23,37861,1703745,Renewed
POL002802,CUST00669,AG098,Home,West,2026-07-27,2027-07-27,69014,6625344,Cancelled
POL002803,CUST01477,AG039,Commercial Property,West,2024-12-29,2025-12-29,400894,34476884,Lapsed
POL002804,CUST02464,AG120,Commercial Property,North,2024-09-22,2025-09-22,688566,22034112,Cancelled
POL002805,CUST01013,AG028,Marine,South,2025-02-17,2026-02-17,33009,1089297,Expired
POL002806,CUST01073,AG054,Home,West,2023-10-23,2024-10-22,45481,1000582,Expired
POL002807,CUST00311,AG047,Motor,South,2026-04-19,2027-04-19,33479,2778757,Renewed
POL002808,CUST02562,AG083,Motor,South,2025-09-19,2026-09-19,9417,630939,Active
POL002809,CUST02730,AG117,Commercial Property,East,2024-04-11,2025-04-11,506899,33455334,Cancelled
POL002810,CUST00532,AG089,Commercial Property,South,2024-12-07,2025-12-07,975798,86846022,Cancelled
POL002811,CUST02732,AG020,Commercial Property,West,2025-11-10,2026-11-10,56020,2128760,Lapsed
POL002812,CUST01798,AG068,Home,South,2025-05-14,2026-05-14,31384,3075632,Renewed
POL002813,CUST01985,AG021,Motor,East,2026-04-05,2027-04-05,17706,1274832,Lapsed
POL002814,CUST00139,AG059,Marine,West,2024-12-12,2025-12-12,92608,3611712,Lapsed
POL002815,CUST02974,AG088,Home,North,2025-04-07,2026-04-07,68509,1781234,Lapsed
POL002816,CUST01437,AG097,Commercial Property,North,2024-07-08,2025-07-08,908600,20897800,Cancelled
POL002817,CUST00007,AG072,Commercial Property,North,2025-03-26,2026-03-26,164160,14938560,Renewed
POL002818,CUST02410,AG028,Travel,West,2025-04-07,2026-04-07,15262,1175174,Lapsed
POL002819,CUST01354,AG032,Commercial Property,West,2023-08-18,2024-08-17,457541,21961968,Expired
POL002820,CUST00814,AG062,Marine,West,2025-08-11,2026-08-11,170490,15855570,Expired
POL002821,CUST00003,AG024,Home,West,2024-12-30,2025-12-30,40898,1922206,Renewed
POL002822,CUST01324,AG022,Marine,South,2023-10-04,2024-10-03,95575,3249550,Lapsed
POL002823,CUST01939,AG017,Marine,North,2026-05-08,2027-05-08,186040,13580920,Active
POL002824,CUST01456,AG076,Commercial Property,West,2026-07-09,2027-07-09,332781,27288042,Renewed
POL002825,CUST01299,AG075,Home,West,2024-11-21,2025-11-21,9053,307802,Lapsed
POL002826,CUST00950,AG050,Commercial Property,North,2025-02-02,2026-02-02,805704,60427800,Cancelled
POL002827,CUST01227,AG065,Home,West,2025-03-02,2026-03-02,42547,4084512,Cancelled
POL002828,CUST01075,AG034,Marine,West,2025-02-10,2026-02-10,49682,4769472,Renewed
POL002829,CUST01389,AG062,Motor,West,2025-06-02,2026-06-02,20935,1088620,Renewed
POL002830,CUST00581,AG029,Travel,West,2025-03-28,2026-03-28,6171,518364,Cancelled
POL002831,CUST02543,AG011,Commercial Property,West,2026-04-19,2027-04-19,873603,78624270,Lapsed
POL002832,CUST00905,AG017,Commercial Property,West,2026-07-27,2027-07-27,939552,40400736,Lapsed
POL002833,CUST01175,AG045,Motor,North,2025-03-23,2026-03-23,8914,303076,Renewed
POL002834,CUST01322,AG094,Home,West,2023-09-05,2024-09-04,44079,4055268,Active
POL002835,CUST00515,AG111,Commercial Property,South,2024-01-09,2025-01-08,478605,38288400,Active
POL002836,CUST00970,AG026,Home,South,2025-10-22,2026-10-22,24184,1620328,Expired
POL002837,CUST02337,AG051,Marine,West,2026-03-25,2027-03-25,173437,6937480,Lapsed
POL002838,CUST02295,AG063,Home,North,2023-10-22,2024-10-21,68045,6804500,Cancelled
POL002839,CUST00195,AG076,Travel,South,2023-09-20,2024-09-19,14923,1193840,Renewed
POL002840,CUST02332,AG064,Home,South,2024-12-11,2025-12-11,63413,5833996,Renewed
POL002841,CUST01491,AG085,Commercial Property,East,2026-02-17,2027-02-17,340918,8522950,Renewed
POL002842,CUST00335,AG003,Home,West,2026-02-18,2027-02-18,69941,5315516,Lapsed
POL002843,CUST02117,AG021,Home,South,2026-03-07,2027-03-07,34526,2209664,Cancelled
POL002844,CUST00322,AG095,Travel,South,2025-09-16,2026-09-16,10970,702080,Renewed
POL002845,CUST02393,AG071,Travel,North,2025-05-11,2026-05-11,11468,871568,Expired
POL002846,CUST02747,AG005,Marine,East,2025-04-14,2026-04-14,174746,14678664,Lapsed
POL002847,CUST02256,AG104,Marine,North,2025-03-16,2026-03-16,102686,2053720,Cancelled
POL002848,CUST01792,AG067,Home,West,2025-06-30,2026-06-30,48539,2281333,Lapsed
POL002849,CUST00778,AG110,Marine,North,2023-10-10,2024-10-09,26300,657500,Renewed
POL002850,CUST00438,AG041,Commercial Property,West,2025-04-06,2026-04-06,610704,42138576,Lapsed
POL002851,CUST02133,AG120,Home,West,2026-06-19,2027-06-19,62260,3860120,Expired
POL002852,CUST00346,AG029,Travel,South,2026-03-26,2027-03-26,6591,527280,Active
POL002853,CUST00145,AG107,Travel,South,2025-08-12,2026-08-12,7298,634926,Cancelled
POL002854,CUST02056,AG027,Commercial Property,South,2024-09-25,2025-09-25,766668,56733432,Lapsed
POL002855,CUST01744,AG044,Motor,West,2026-02-15,2027-02-15,34035,2450520,Active
POL002856,CUST01839,AG101,Travel,West,2026-04-09,2027-04-09,19485,993735,Cancelled
POL002857,CUST02700,AG017,Marine,North,2026-02-24,2027-02-24,187458,12184770,Active
POL002858,CUST00265,AG004,Marine,North,2026-07-24,2027-07-24,159773,15977300,Lapsed
POL002859,CUST01985,AG065,Marine,East,2024-03-30,2025-03-30,59648,3399936,Cancelled
POL002860,CUST00468,AG003,Travel,South,2026-02-13,2027-02-13,6010,336560,Active
POL002861,CUST00479,AG052,Marine,North,2025-08-22,2026-08-22,99423,6760764,Active
POL002862,CUST01407,AG082,Commercial Property,North,2024-08-24,2025-08-24,140167,9251022,Renewed
POL002863,CUST01129,AG057,Travel,North,2026-07-08,2027-07-08,1545,100425,Active
POL002864,CUST02625,AG071,Motor,North,2024-07-10,2025-07-10,25439,2416705,Expired
POL002865,CUST01575,AG040,Home,West,2023-11-25,2024-11-24,34616,3357752,Cancelled
POL002866,CUST02851,AG110,Commercial Property,South,2023-09-07,2024-09-06,825004,69300336,Active
POL002867,CUST01996,AG018,Home,West,2025-05-01,2026-05-01,44858,1839178,Cancelled
POL002868,CUST02147,AG094,Marine,East,2023-08-25,2024-08-24,45501,2184048,Expired
POL002869,CUST01115,AG083,Marine,North,2026-07-31,2027-07-31,188512,18474176,Renewed
POL002870,CUST01463,AG028,Travel,South,2024-12-16,2025-12-16,2142,203490,Lapsed
POL002871,CUST01296,AG014,Motor,East,2023-10-01,2024-09-30,32336,1875488,Active
POL002872,CUST02374,AG065,Commercial Property,West,2026-07-22,2027-07-22,642056,49438312,Expired
POL002873,CUST01631,AG053,Motor,West,2024-12-08,2025-12-08,5911,520168,Lapsed
POL002874,CUST01556,AG078,Motor,South,2023-12-02,2024-12-01,6167,203511,Expired
POL002875,CUST01334,AG034,Commercial Property,North,2024-03-21,2025-03-21,314642,22654224,Renewed
POL002876,CUST01431,AG029,Home,East,2026-03-07,2027-03-07,23180,1692140,Active
POL002877,CUST00706,AG099,Home,West,2023-11-05,2024-11-04,46895,1875800,Lapsed
POL002878,CUST02275,AG008,Marine,West,2023-10-20,2024-10-19,93425,9342500,Lapsed
POL002879,CUST01380,AG100,Commercial Property,West,2025-10-27,2026-10-27,143901,11943783,Active
POL002880,CUST01035,AG058,Travel,North,2025-05-12,2026-05-12,3702,114762,Renewed
POL002881,CUST01762,AG034,Marine,North,2024-04-05,2025-04-05,47469,2658264,Cancelled
POL002882,CUST01512,AG033,Commercial Property,South,2023-09-19,2024-09-18,813783,25227273,Lapsed
POL002883,CUST02073,AG063,Motor,South,2024-10-27,2025-10-27,35337,2614938,Expired
POL002884,CUST00675,AG040,Motor,South,2024-05-31,2025-05-31,17604,739368,Renewed
POL002885,CUST01789,AG034,Travel,North,2024-07-17,2025-07-17,4967,268218,Active
POL002886,CUST00635,AG042,Home,West,2025-03-10,2026-03-10,20473,1330745,Cancelled
POL002887,CUST00362,AG027,Travel,North,2026-03-16,2027-03-16,5995,527560,Cancelled
POL002888,CUST01441,AG035,Motor,East,2025-02-08,2026-02-08,27588,993168,Cancelled
POL002889,CUST02217,AG065,Home,West,2025-03-03,2026-03-03,8434,227718,Lapsed
POL002890,CUST00620,AG051,Marine,South,2026-04-14,2027-04-14,60987,2683428,Expired
POL002891,CUST02169,AG120,Marine,North,2023-08-19,2024-08-18,182084,6008772,Expired
POL002892,CUST00634,AG113,Home,West,2024-03-20,2025-03-20,18378,1323216,Expired
POL002893,CUST02517,AG043,Travel,West,2026-03-02,2027-03-02,15234,1279656,Lapsed
POL002894,CUST01206,AG075,Motor,East,2024-03-11,2025-03-11,30218,1178502,Lapsed
POL002895,CUST02003,AG045,Marine,East,2024-06-20,2025-06-20,39116,3246628,Expired
POL002896,CUST01354,AG030,Travel,West,2026-07-14,2027-07-14,1149,81579,Renewed
POL002897,CUST00506,AG116,Travel,South,2026-03-05,2027-03-05,3478,159988,Active
POL002898,CUST00850,AG071,Travel,West,2023-09-11,2024-09-10,10909,959992,Expired
POL002899,CUST00065,AG014,Home,South,2024-09-16,2025-09-16,50872,3561040,Renewed
POL002900,CUST00239,AG112,Marine,North,2025-08-07,2026-08-07,130985,4584475,Lapsed
POL002901,CUST02737,AG115,Home,East,2024-11-08,2025-11-08,12716,635800,Lapsed
POL002902,CUST00355,AG111,Travel,North,2024-05-24,2025-05-24,9522,571320,Lapsed
POL002903,CUST01722,AG109,Motor,North,2026-01-10,2027-01-10,29745,1279035,Expired
POL002904,CUST01681,AG117,Travel,East,2025-03-17,2026-03-17,2241,94122,Expired
POL002905,CUST02254,AG090,Marine,West,2023-09-30,2024-09-29,108313,4115894,Renewed
POL002906,CUST00248,AG068,Motor,South,2024-02-01,2025-01-31,27108,1545156,Active
POL002907,CUST00073,AG051,Motor,East,2025-03-20,2026-03-20,36461,1349057,Lapsed
POL002908,CUST01450,AG024,Commercial Property,North,2024-02-15,2025-02-14,723780,53559720,Lapsed
POL002909,CUST02263,AG012,Travel,West,2024-02-13,2025-02-12,8026,561820,Lapsed
POL002910,CUST00803,AG007,Home,North,2024-04-30,2025-04-30,10750,935250,Renewed
POL002911,CUST00042,AG078,Motor,East,2024-11-12,2025-11-12,17955,700245,Active
POL002912,CUST00030,AG081,Motor,East,2026-07-09,2027-07-09,30634,1286628,Cancelled
POL002913,CUST02144,AG092,Travel,East,2026-02-02,2027-02-02,15709,1382392,Lapsed
POL002914,CUST02183,AG016,Commercial Property,South,2025-06-10,2026-06-10,289507,17949434,Expired
POL002915,CUST02782,AG023,Home,South,2026-04-08,2027-04-08,16859,1028399,Cancelled
POL002916,CUST02802,AG109,Motor,North,2026-01-15,2027-01-15,24445,1393365,Renewed
POL002917,CUST01646,AG101,Marine,East,2025-06-11,2026-06-11,42365,2499535,Cancelled
POL002918,CUST02578,AG107,Commercial Property,East,2024-01-02,2025-01-01,548652,51024636,Expired
POL002919,CUST01959,AG108,Marine,West,2024-07-17,2025-07-17,127765,8176960,Cancelled
POL002920,CUST02211,AG064,Marine,North,2024-06-23,2025-06-23,108128,7136448,Active
POL002921,CUST00772,AG015,Motor,West,2026-07-21,2027-07-21,35459,2694884,Expired
POL002922,CUST01159,AG025,Motor,North,2025-09-07,2026-09-07,19878,914388,Expired
POL002923,CUST00474,AG007,Motor,East,2023-11-03,2024-11-02,32565,976950,Cancelled
POL002924,CUST01339,AG024,Travel,North,2024-04-24,2025-04-24,7550,151000,Renewed
POL002925,CUST00317,AG050,Home,South,2024-06-30,2025-06-30,11575,636625,Expired
POL002926,CUST01200,AG007,Travel,West,2026-03-08,2027-03-08,13423,1208070,Expired
POL002927,CUST01839,AG016,Home,North,2024-07-19,2025-07-19,12181,1181557,Lapsed
POL002928,CUST00452,AG078,Marine,East,2026-06-24,2027-06-24,85548,7955964,Cancelled
POL002929,CUST01807,AG103,Motor,North,2026-07-30,2027-07-30,5761,282289,Cancelled
POL002930,CUST01933,AG103,Home,West,2023-08-06,2024-08-05,31907,2393025,Expired
POL002931,CUST02886,AG024,Marine,South,2024-04-01,2025-04-01,82864,7209168,Renewed
POL002932,CUST01735,AG003,Travel,North,2024-06-03,2025-06-03,11699,479659,Cancelled
POL002933,CUST01178,AG011,Commercial Property,South,2026-05-29,2027-05-29,515352,29890416,Lapsed
POL002934,CUST00620,AG017,Motor,East,2025-03-04,2026-03-04,35855,2975965,Lapsed
POL002935,CUST02159,AG060,Commercial Property,West,2026-03-26,2027-03-26,381254,32787844,Lapsed
POL002936,CUST01956,AG014,Commercial Property,North,2024-05-05,2025-05-05,153424,9205440,Active
POL002937,CUST01200,AG090,Motor,North,2023-10-17,2024-10-16,21912,1840608,Cancelled
POL002938,CUST00836,AG057,Marine,East,2026-03-30,2027-03-30,76841,2228389,Renewed
POL002939,CUST01316,AG040,Marine,North,2025-06-29,2026-06-29,127444,7646640,Active
POL002940,CUST00031,AG115,Commercial Property,East,2024-01-11,2025-01-10,316512,11077920,Active
POL002941,CUST00845,AG084,Travel,West,2025-05-08,2026-05-08,13679,328296,Active
POL002942,CUST00371,AG086,Motor,South,2026-05-15,2027-05-15,34618,2977148,Active
POL002943,CUST02405,AG049,Travel,South,2026-06-09,2027-06-09,11416,742040,Renewed
POL002944,CUST02663,AG120,Marine,North,2025-10-22,2026-10-22,169352,10161120,Cancelled
POL002945,CUST00609,AG110,Home,West,2025-01-01,2026-01-01,54504,3106728,Active
POL002946,CUST02707,AG091,Motor,West,2026-05-11,2027-05-11,23360,654080,Active
POL002947,CUST00592,AG036,Marine,West,2025-03-08,2026-03-08,96452,8391324,Expired
POL002948,CUST00301,AG102,Home,South,2024-04-05,2025-04-05,50219,1506570,Renewed
POL002949,CUST02448,AG104,Commercial Property,East,2024-05-20,2025-05-20,895879,57336256,Active
POL002950,CUST00602,AG009,Marine,South,2023-12-13,2024-12-12,130774,10854242,Cancelled
POL002951,CUST01108,AG075,Travel,East,2025-08-05,2026-08-05,4229,253740,Active
POL002952,CUST02831,AG113,Travel,North,2026-08-03,2027-08-03,4388,206236,Renewed
POL002953,CUST00431,AG097,Motor,South,2025-04-21,2026-04-21,24044,504924,Renewed
POL002954,CUST02804,AG096,Commercial Property,North,2024-01-09,2025-01-08,926201,56498261,Renewed
POL002955,CUST01124,AG014,Travel,North,2024-09-27,2025-09-27,8452,515572,Cancelled
POL002956,CUST01096,AG090,Marine,West,2026-07-20,2027-07-20,150628,7230144,Cancelled
POL002957,CUST00385,AG086,Commercial Property,West,2024-08-07,2025-08-07,86100,6371400,Lapsed
POL002958,CUST02877,AG062,Marine,South,2023-10-15,2024-10-14,83286,4997160,Active
POL002959,CUST00474,AG067,Marine,North,2026-01-01,2027-01-01,24860,1516460,Lapsed
POL002960,CUST02313,AG003,Travel,West,2025-09-21,2026-09-21,12746,777506,Cancelled
POL002961,CUST00277,AG068,Motor,East,2025-12-23,2026-12-23,36659,1979586,Renewed
POL002962,CUST02484,AG078,Home,West,2025-09-28,2026-09-28,41117,1726914,Cancelled
POL002963,CUST01104,AG005,Motor,West,2024-07-01,2025-07-01,11216,762688,Expired
POL002964,CUST02058,AG103,Travel,North,2025-07-03,2026-07-03,2767,124515,Active
POL002965,CUST00572,AG113,Motor,South,2023-12-22,2024-12-21,12716,1144440,Expired
POL002966,CUST01991,AG064,Home,South,2026-07-13,2027-07-13,13328,493136,Cancelled
POL002967,CUST01740,AG023,Motor,South,2024-02-02,2025-02-01,39019,3043482,Active
POL002968,CUST02902,AG064,Marine,North,2024-04-22,2025-04-22,65735,2892340,Expired
POL002969,CUST00415,AG087,Home,East,2025-09-03,2026-09-03,23238,1371042,Expired
POL002970,CUST01971,AG034,Motor,East,2025-06-16,2026-06-16,17133,582522,Cancelled
POL002971,CUST01403,AG007,Commercial Property,West,2026-06-20,2027-06-20,200443,12427466,Lapsed
POL002972,CUST02354,AG047,Home,East,2025-03-21,2026-03-21,65009,4225585,Lapsed
POL002973,CUST00864,AG059,Travel,West,2026-04-04,2027-04-04,6968,654992,Cancelled
POL002974,CUST02790,AG101,Travel,South,2023-12-29,2024-12-28,4261,123569,Expired
POL002975,CUST02703,AG114,Commercial Property,South,2024-04-13,2025-04-13,156931,4550999,Expired
POL002976,CUST01528,AG098,Home,North,2025-07-21,2026-07-21,9925,248125,Expired
POL002977,CUST00865,AG018,Marine,West,2024-08-30,2025-08-30,95588,3441168,Expired
POL002978,CUST01318,AG114,Home,South,2024-09-16,2025-09-16,44550,3564000,Active
POL002979,CUST00049,AG068,Commercial Property,East,2025-07-06,2026-07-06,553356,35968140,Lapsed
POL002980,CUST00458,AG055,Travel,South,2024-06-08,2025-06-08,5059,455310,Expired
POL002981,CUST00277,AG048,Home,West,2025-07-27,2026-07-27,41807,1379631,Lapsed
POL002982,CUST02927,AG077,Home,North,2024-01-21,2025-01-20,63210,5625690,Lapsed
POL002983,CUST01793,AG114,Home,North,2025-09-11,2026-09-11,37115,1818635,Lapsed
POL002984,CUST02750,AG033,Motor,North,2026-04-19,2027-04-19,19636,1826148,Cancelled
POL002985,CUST00128,AG057,Travel,South,2025-04-15,2026-04-15,11261,923402,Active
POL002986,CUST02080,AG067,Motor,East,2026-04-15,2027-04-15,20246,728856,Expired
POL002987,CUST02275,AG104,Marine,North,2025-08-03,2026-08-03,154001,6468042,Lapsed
POL002988,CUST02016,AG062,Home,East,2026-01-12,2027-01-12,60820,5777900,Lapsed
POL002989,CUST00288,AG048,Home,East,2025-07-22,2026-07-22,39871,2950454,Cancelled
POL002990,CUST00067,AG049,Motor,East,2023-11-18,2024-11-17,20391,1468152,Renewed
POL002991,CUST02348,AG101,Travel,North,2025-04-27,2026-04-27,3969,111132,Renewed
POL002992,CUST01004,AG063,Motor,North,2025-04-04,2026-04-04,26783,1232018,Active
POL002993,CUST00317,AG060,Home,East,2023-10-09,2024-10-08,23097,485037,Expired
POL002994,CUST00562,AG113,Travel,South,2026-02-28,2027-02-28,18644,484744,Active
POL002995,CUST00396,AG051,Marine,East,2023-12-24,2024-12-23,31818,1368174,Cancelled
POL002996,CUST01959,AG032,Travel,East,2023-11-01,2024-10-31,19313,733894,Cancelled
POL002997,CUST02706,AG078,Marine,North,2024-05-21,2025-05-21,106107,2440461,Cancelled
POL002998,CUST00100,AG105,Home,West,2024-02-14,2025-02-13,48912,3766224,Expired
POL002999,CUST00960,AG041,Motor,East,2024-07-23,2025-07-23,36240,2210640,Active
POL003000,CUST01784,AG042,Commercial Property,North,2026-01-21,2027-01-21,387466,29834882,Lapsed
POL003001,CUST01067,AG008,Motor,West,2026-01-11,2027-01-11,22271,1469886,Active
POL003002,CUST00714,AG007,Marine,East,2024-05-27,2025-05-27,93559,3181006,Renewed
POL003003,CUST01055,AG111,Travel,East,2026-02-18,2027-02-18,3344,334400,Active
POL003004,CUST01588,AG081,Marine,North,2025-10-27,2026-10-27,184926,14979006,Active
POL003005,CUST01268,AG067,Commercial Property,North,2026-02-28,2027-02-28,426806,22193912,Active
POL003006,CUST01200,AG092,Motor,North,2024-08-19,2025-08-19,7634,549648,Cancelled
POL003007,CUST02998,AG069,Marine,East,2026-04-01,2027-04-01,158522,12047672,Cancelled
POL003008,CUST02479,AG019,Home,East,2025-06-07,2026-06-07,9240,517440,Renewed
POL003009,CUST00789,AG068,Travel,South,2025-03-19,2026-03-19,2983,74575,Renewed
POL003010,CUST02735,AG115,Commercial Property,East,2024-07-12,2025-07-12,228927,7554591,Renewed
POL003011,CUST02319,AG043,Marine,South,2025-09-19,2026-09-19,165980,16100060,Active
POL003012,CUST00290,AG100,Marine,South,2026-05-02,2027-05-02,25645,2128535,Cancelled
POL003013,CUST00773,AG105,Motor,West,2026-06-29,2027-06-29,22991,735712,Active
POL003014,CUST01933,AG008,Home,South,2023-11-06,2024-11-05,15971,638840,Cancelled
POL003015,CUST01139,AG049,Marine,West,2025-08-08,2026-08-08,153666,14598270,Renewed
POL003016,CUST01263,AG011,Marine,East,2024-01-29,2025-01-28,67189,5979821,Expired
POL003017,CUST00521,AG035,Home,North,2024-09-29,2025-09-29,64110,3526050,Renewed
POL003018,CUST02940,AG110,Commercial Property,South,2026-02-01,2027-02-01,146801,7927254,Cancelled
POL003019,CUST01268,AG050,Commercial Property,East,2024-11-17,2025-11-17,742636,46786068,Lapsed
POL003020,CUST01185,AG072,Marine,West,2024-09-04,2025-09-04,172053,14452452,Renewed
POL003021,CUST02729,AG082,Commercial Property,North,2023-08-26,2024-08-25,466596,37794276,Renewed
POL003022,CUST01017,AG036,Marine,West,2025-11-28,2026-11-28,159232,6050816,Cancelled
POL003023,CUST02205,AG074,Motor,North,2024-02-14,2025-02-13,34791,2678907,Cancelled
POL003024,CUST00235,AG089,Travel,West,2026-03-06,2027-03-06,14116,1383368,Active
POL003025,CUST01037,AG017,Commercial Property,North,2025-01-30,2026-01-30,449033,28289079,Lapsed
POL003026,CUST00064,AG068,Commercial Property,South,2024-02-14,2025-02-13,570321,37070865,Renewed
POL003027,CUST02674,AG056,Travel,East,2026-05-22,2027-05-22,13280,624160,Lapsed
POL003028,CUST01825,AG062,Travel,West,2024-09-16,2025-09-16,10092,817452,Active
POL003029,CUST00553,AG047,Marine,North,2026-08-03,2027-08-03,138038,3036836,Active
POL003030,CUST02622,AG107,Marine,East,2025-02-22,2026-02-22,181926,18010674,Lapsed
POL003031,CUST01596,AG081,Commercial Property,East,2024-06-10,2025-06-10,438185,20594695,Renewed
POL003032,CUST02741,AG084,Marine,East,2025-10-25,2026-10-25,108246,8659680,Renewed
POL003033,CUST00014,AG091,Travel,South,2026-08-02,2027-08-02,9896,613552,Active
POL003034,CUST01927,AG119,Commercial Property,East,2025-01-27,2026-01-27,218347,17467760,Expired
POL003035,CUST02079,AG113,Commercial Property,South,2023-09-30,2024-09-29,754906,68696446,Renewed
POL003036,CUST01652,AG003,Motor,East,2024-06-27,2025-06-27,15327,766350,Renewed
POL003037,CUST01255,AG034,Travel,North,2026-03-21,2027-03-21,15259,1358051,Expired
POL003038,CUST01975,AG078,Commercial Property,East,2026-04-23,2027-04-23,109383,7656810,Active
POL003039,CUST02153,AG033,Travel,East,2023-09-02,2024-09-01,16303,603211,Cancelled
POL003040,CUST00458,AG050,Travel,North,2024-07-27,2025-07-27,3117,137148,Renewed
POL003041,CUST00712,AG044,Commercial Property,East,2026-01-11,2027-01-11,891814,86505958,Expired
POL003042,CUST01750,AG079,Marine,North,2026-03-07,2027-03-07,178974,14317920,Lapsed
POL003043,CUST02744,AG006,Motor,West,2026-07-14,2027-07-14,38398,844756,Lapsed
POL003044,CUST00580,AG027,Motor,South,2025-11-13,2026-11-13,19139,1550259,Cancelled
POL003045,CUST01153,AG013,Home,South,2024-08-08,2025-08-08,45631,4106790,Active
POL003046,CUST02642,AG089,Motor,West,2026-07-22,2027-07-22,28098,1180116,Lapsed
POL003047,CUST02222,AG020,Marine,West,2025-10-28,2026-10-28,84822,7633980,Renewed
POL003048,CUST00337,AG084,Commercial Property,North,2026-02-20,2027-02-20,150546,5720748,Active
POL003049,CUST02786,AG056,Home,South,2026-07-02,2027-07-02,32080,3015520,Cancelled
POL003050,CUST00852,AG093,Home,South,2025-03-02,2026-03-02,62204,5038524,Cancelled
POL003051,CUST01942,AG093,Marine,South,2026-01-28,2027-01-28,98619,7988139,Expired
POL003052,CUST02995,AG023,Marine,East,2024-11-07,2025-11-07,83868,6457836,Renewed
POL003053,CUST00649,AG046,Home,North,2024-07-01,2025-07-01,45713,1142825,Cancelled
POL003054,CUST02682,AG082,Marine,South,2023-09-21,2024-09-20,136264,8039576,Lapsed
